open,close,high,low,value,volume,begin,end,datetime
224.45,224.45,224.5,224.45,1369328.5,6100,2025-09-09 10:37:00,2025-09-09 10:37:59,2025-09-09 10:37:00
224.45,224.35,224.45,224.3,53845.5,240,2025-09-09 10:38:00,2025-09-09 10:38:59,2025-09-09 10:38:00
224.35,224.35,224.35,224.35,2243.5,10,2025-09-09 10:39:00,2025-09-09 10:39:59,2025-09-09 10:39:00
224.35,224.4,224.4,224.3,112168.0,500,2025-09-09 10:40:00,2025-09-09 10:40:59,2025-09-09 10:40:00
224.35,224.3,224.35,224.3,226543.5,1010,2025-09-09 10:41:00,2025-09-09 10:41:59,2025-09-09 10:41:00
224.3,224.4,224.4,224.3,65048.0,290,2025-09-09 10:42:00,2025-09-09 10:42:59,2025-09-09 10:42:00
224.3,224.35,224.4,224.3,11218.5,50,2025-09-09 10:43:00,2025-09-09 10:43:59,2025-09-09 10:43:00
224.4,224.4,224.4,224.3,20192.5,90,2025-09-09 10:44:00,2025-09-09 10:44:59,2025-09-09 10:44:00
224.4,224.4,224.4,224.3,24676.0,110,2025-09-09 10:45:00,2025-09-09 10:45:59,2025-09-09 10:45:00
224.4,224.35,224.4,224.35,4487.5,20,2025-09-09 10:47:00,2025-09-09 10:47:59,2025-09-09 10:47:00
224.35,224.3,224.35,224.3,35890.5,160,2025-09-09 10:48:00,2025-09-09 10:48:59,2025-09-09 10:48:00
224.35,224.15,224.35,224.15,161451.5,720,2025-09-09 10:49:00,2025-09-09 10:49:59,2025-09-09 10:49:00
224.3,224.2,224.3,224.2,11211.5,50,2025-09-09 10:50:00,2025-09-09 10:50:59,2025-09-09 10:50:00
224.25,224.2,224.3,224.15,67252.5,300,2025-09-09 10:51:00,2025-09-09 10:51:59,2025-09-09 10:51:00
224.2,224.3,224.3,224.2,118878.0,530,2025-09-09 10:52:00,2025-09-09 10:52:59,2025-09-09 10:52:00
224.25,224.35,224.35,224.15,639136.0,2850,2025-09-09 10:53:00,2025-09-09 10:53:59,2025-09-09 10:53:00
224.35,224.3,224.35,224.3,17946.5,80,2025-09-09 10:54:00,2025-09-09 10:54:59,2025-09-09 10:54:00
224.35,224.4,224.4,224.35,78528.0,350,2025-09-09 10:55:00,2025-09-09 10:55:59,2025-09-09 10:55:00
224.3,224.25,224.3,224.25,82974.0,370,2025-09-09 10:56:00,2025-09-09 10:56:59,2025-09-09 10:56:00
224.25,224.2,224.35,223.8,8188286.0,36550,2025-09-09 10:57:00,2025-09-09 10:57:59,2025-09-09 10:57:00
224.05,224.05,224.05,224.05,181480.5,810,2025-09-09 10:58:00,2025-09-09 10:58:59,2025-09-09 10:58:00
224.05,224.4,224.4,224.05,1767635.5,7880,2025-09-09 10:59:00,2025-09-09 10:59:59,2025-09-09 10:59:00
224.45,224.35,224.45,224.35,4488.0,20,2025-09-09 11:00:00,2025-09-09 11:00:59,2025-09-09 11:00:00
224.35,224.5,224.5,224.35,1510744.5,6730,2025-09-09 11:01:00,2025-09-09 11:01:59,2025-09-09 11:01:00
224.5,224.5,224.5,224.45,13833689.5,61620,2025-09-09 11:02:00,2025-09-09 11:02:59,2025-09-09 11:02:00
224.5,224.45,224.5,224.45,74070.5,330,2025-09-09 11:03:00,2025-09-09 11:03:59,2025-09-09 11:03:00
224.45,224.45,224.5,224.45,24690.0,110,2025-09-09 11:04:00,2025-09-09 11:04:59,2025-09-09 11:04:00
224.45,224.5,224.5,224.45,8978.5,40,2025-09-09 11:05:00,2025-09-09 11:05:59,2025-09-09 11:05:00
224.45,224.25,224.45,224.25,632893.5,2820,2025-09-09 11:06:00,2025-09-09 11:06:59,2025-09-09 11:06:00
224.25,224.35,224.35,224.25,49342.0,220,2025-09-09 11:07:00,2025-09-09 11:07:59,2025-09-09 11:07:00
224.25,224.35,224.35,224.25,156993.0,700,2025-09-09 11:08:00,2025-09-09 11:08:59,2025-09-09 11:08:00
224.35,224.35,224.35,224.25,31408.0,140,2025-09-09 11:09:00,2025-09-09 11:09:59,2025-09-09 11:09:00
224.35,224.25,224.35,224.2,369980.5,1650,2025-09-09 11:10:00,2025-09-09 11:10:59,2025-09-09 11:10:00
224.15,224.1,224.2,224.1,318227.5,1420,2025-09-09 11:11:00,2025-09-09 11:11:59,2025-09-09 11:11:00
224.25,224.25,224.25,224.25,6727.5,30,2025-09-09 11:12:00,2025-09-09 11:12:59,2025-09-09 11:12:00
224.25,224.25,224.25,224.25,13455.0,60,2025-09-09 11:14:00,2025-09-09 11:14:59,2025-09-09 11:14:00
224.15,224.15,224.25,224.15,51565.5,230,2025-09-09 11:16:00,2025-09-09 11:16:59,2025-09-09 11:16:00
224.3,224.3,224.3,224.3,2243.0,10,2025-09-09 11:17:00,2025-09-09 11:17:59,2025-09-09 11:17:00
224.3,224.3,224.3,224.2,60560.0,270,2025-09-09 11:18:00,2025-09-09 11:18:59,2025-09-09 11:18:00
224.3,224.2,224.3,224.2,51567.0,230,2025-09-09 11:19:00,2025-09-09 11:19:59,2025-09-09 11:19:00
224.2,224.1,224.2,224.1,78445.5,350,2025-09-09 11:20:00,2025-09-09 11:20:59,2025-09-09 11:20:00
224.1,224.2,224.2,224.1,56036.0,250,2025-09-09 11:21:00,2025-09-09 11:21:59,2025-09-09 11:21:00
224.2,224.2,224.2,224.2,174876.0,780,2025-09-09 11:22:00,2025-09-09 11:22:59,2025-09-09 11:22:00
224.15,224.25,224.25,224.1,463993.5,2070,2025-09-09 11:23:00,2025-09-09 11:23:59,2025-09-09 11:23:00
224.2,224.35,224.5,224.1,3325328.5,14820,2025-09-09 11:24:00,2025-09-09 11:24:59,2025-09-09 11:24:00
224.45,224.2,224.5,224.2,819184.0,3650,2025-09-09 11:25:00,2025-09-09 11:25:59,2025-09-09 11:25:00
224.3,224.3,224.3,224.2,26913.0,120,2025-09-09 11:26:00,2025-09-09 11:26:59,2025-09-09 11:26:00
224.2,224.25,224.25,224.1,728616.0,3250,2025-09-09 11:28:00,2025-09-09 11:28:59,2025-09-09 11:28:00
224.3,224.3,224.35,224.2,31398.0,140,2025-09-09 11:29:00,2025-09-09 11:29:59,2025-09-09 11:29:00
224.3,224.3,224.3,224.3,2243.0,10,2025-09-09 11:30:00,2025-09-09 11:30:59,2025-09-09 11:30:00
224.3,224.4,224.4,224.3,85270.0,380,2025-09-09 11:31:00,2025-09-09 11:31:59,2025-09-09 11:31:00
224.4,224.35,224.5,224.35,5068723.0,22580,2025-09-09 11:32:00,2025-09-09 11:32:59,2025-09-09 11:32:00
224.4,224.25,224.4,224.1,1080603.0,4820,2025-09-09 11:33:00,2025-09-09 11:33:59,2025-09-09 11:33:00
